usim	TF
01231321150 (3240)	100
01231321686 (3241)	100
01231321249 (3242)	100
01231321531 (3243)	100
01231321513 (3244)	100
01231321663 (3245)	100
01231321828 (3246)	100
01231321470 (3247)	100
01231321496 (3248)	100
01231321529 (3249)	100
01231322001 (3250)	100
01231321906 (3251)	100
01231322267 (3252)	100
01231321765 (3253)	100
01231321892 (3254)	100
01231321917 (3255)	100
01231322239 (3256)	100
01231321187 (3257)	100
01231321735 (3258)	100
01231321611 (3259)	100
01231321342 (3260)	100
01231321584 (3261)	100
01231321766 (3262)	100
01231321930 (3263)	100
01231321841 (3264)	100
01231321900 (3265)	100
01231321928 (3266)	100
01231321883 (3267)	100
01231321757 (3268)	100
01231321639 (3269)	100
01231321999 (3270)	100
01231321913 (3271)	100
01231320641 (3272)	100
01231321182 (3273)	100
01231322092 (3274)	100
01231322108 (3275)	100
01231321601 (3276)	100
01231322382 (3277)	100
01231321571 (3278)	100
01231321180 (3279)	100
01231300253 (3290)	193.333126
01232971645 (3291)	168.8141489
01232971934 (3292)	100
01232971160 (3293)	138.7873342
01232971986 (3294)	168.8141489
01232972313 (3295)	156.5504134
01232972320 (3296)	101.4609401
01232972304 (3297)	116.6667225
01232973623 (3298)	100
01232971938 (3299)	137.2957384
01232971988 (3300)	100
01232973542 (3301)	104.2787723
01232971702 (3302)	100
01232971517 (3303)	143.419499
01232971920 (3304)	175.0279868
01232972483 (3305)	121.5392744
01232971797 (3306)	100
01232971949 (3307)	108.9079369
01232971164 (3308)	100
01232973352 (3309)	100
01232971526 (3310)	145.5232965
01232971668 (3311)	177.6312787
01232971821 (3312)	108.9079369
01232972390 (3313)	168.8141489
01232971745 (3314)	100
01232971681 (3315)	101.4609401
01232973273 (3316)	158.8967671
01232971868 (3317)	108.9079369
01231329157 (3318)	142.9379139
01232971923 (3319)	108.9079369
01232972303 (3320)	100
01232972159 (3321)	100
01232972016 (3322)	100
01232972098 (3323)	100
01232971948 (3324)	100
01232971876 (3325)	100
01232973483 (3326)	100
01232973281 (3327)	100
01232971768 (3328)	100
01232971719 (3329)	108.9079369
01232972227 (3330)	100
01232972255 (3331)	121.5392744
01232973373 (3332)	100
01232972458 (3333)	100
01232972402 (3334)	109.3533753
01232973585 (3335)	100
01232973466 (3336)	100
01232971844 (3337)	100
01232971825 (3338)	100
01232972224 (3339)	100
01232973108 (3340)	100
01232971887 (3341)	100
01232972279 (3342)	100
01232971805 (3343)	100
01232972253 (3344)	100
01232973687 (3345)	121.5392744
01232972423 (3346)	101.4609401
01232973588 (3347)	198.4251457
01232973704 (3348)	100
01232971933 (3349)	100
01232973375 (3350)	100
01232971864 (3351)	108.9079369
01232971820 (3352)	108.9079369
01232971635 (3353)	100
01232971699 (3354)	100
01232971531 (3355)	100
01232972185 (3356)	100
01232971855 (3357)	100
01232971720 (3358)	100
01232973222 (3359)	100
01232971735 (3360)	116.6667225
01232971740 (3361)	100
01232972294 (3362)	100
01232972793 (3363)	100
01232971724 (3364)	100
01232971729 (3365)	100
01232971259 (3366)	100
01232973207 (3367)	100
01232972206 (3368)	100
01232971913 (3369)	227.6796579
01232971818 (3370)	121.5392744
01232972346 (3371)	100
01232971378 (3372)	100
01232971811 (3373)	100
01232971965 (3374)	108.9079369
01232972443 (3375)	100
01232972259 (3376)	175.8609394
01232971712 (3377)	133.7986556
01232971438 (3378)	100
01232972236 (3379)	100
01232972281 (3380)	100
01232972448 (3381)	100
01232971556 (3382)	100
01232971956 (3383)	100
01232971484 (3384)	100
01232972354 (3385)	100
01232972103 (3386)	100
01232973738 (3387)	100
01232971180 (3388)	100
01232971827 (3389)	267.4852409
01232972007 (3390)	158.8967671
01232971196 (3391)	100
01232971867 (3392)	239.6805401
01232971848 (3393)	151.8404357
01232971829 (3394)	100
01232971372 (3395)	198.4251457
01232971203 (3396)	133.7986556
01232963026 (3397)	265.2187377
01232973026 (3398)	265.2187377
01232972278 (3399)	153.1053367
01232971838 (3400)	100
01232971522 (3401)	100
01232972416 (3402)	100
01232972059 (3403)	100
01232972397 (3404)	100
01232971808 (3405)	100
01232973497 (3406)	100
01232971932 (3407)	108.9079369
01232971982 (3408)	100
01232971823 (3409)	100
01232971284 (3410)	100
01232971851 (3411)	100
01232972025 (3412)	100
01232971915 (3413)	219.1824692
01232971824 (3414)	168.8141489
01232972107 (3415)	100
01232971048 (3416)	100
01232972289 (3417)	100
01232971382 (3418)	100
01232972180 (3419)	100
01232973379 (3420)	100
01232972081 (3421)	100
01232972021 (3422)	100
01232971368 (3424)	177.6312787
01232971812 (3425)	100
01232972108 (3426)	177.6312787
01232971541 (3427)	100
01232972389 (3428)	100
01232972151 (3429)	100
01232973748 (3430)	100
01232971870 (3431)	100
01232971896 (3432)	100
01232972333 (3433)	100
01232972104 (3435)	100
01232971987 (3436)	100
01232971991 (3437)	100
01232972266 (3438)	100
01232972012 (3439)	100
01232972257 (3440)	100
01232971605 (3441)	100
01232971929 (3442)	100
01232971041 (3443)	100
01232973310 (3444)	108.9079369
01232972335 (3445)	100
01232972160 (3446)	100
01232972057 (3447)	100
01232971343 (3448)	100
01232971769 (3449)	100
01232972310 (3450)	100
01232971767 (3451)	121.5392744
01232973356 (3452)	139.4283958
01232972200 (3453)	100
01232971971 (3454)	100
01232973577 (3455)	158.8967671
01232972407 (3456)	100
01232970749 (3457)	108.9079369
01232971386 (3458)	100
01232972167 (3459)	100
01232971884 (3460)	100
01232971974 (3461)	225.5263734
01232971346 (3462)	111.9175172
01232972010 (3463)	100
01232970936 (3464)	121.5392744
01232973315 (3465)	100
01232972362 (3466)	100
01232972075 (3467)	100
01232971788 (3468)	168.8141489
01232972051 (3469)	100
01232972213 (3470)	100
01232970246 (3471)	153.1053367
01232972337 (3472)	100
01232971692 (3473)	108.9079369
01232971428 (3474)	100
01232973455 (3475)	100
01232970621 (3476)	100
01232972113 (3477)	100
01232972215 (3478)	100
01232971787 (3479)	100
01232971994 (3480)	100
01232971711 (3481)	100
01232971249 (3482)	100
01232971637 (3483)	100
01232972422 (3484)	100
01232972272 (3485)	100
01232972141 (3486)	100
01232972154 (3487)	100
01232971291 (3488)	100
01232971170 (3489)	100
01232972348 (3490)	100
01232972254 (3491)	101.4609401
01232972250 (3492)	168.8141489
01232972177 (3494)	100
01232972248 (3495)	168.3345407
01232972101 (3496)	116.6667225
01232971272 (3497)	100
01232972217 (3498)	100
01231329282 (3499)	100
01232972866 (3501)	108.9079369
01232973324 (3502)	100
01232971970 (3503)	100
01232972801 (3504)	100
01231328426 (3505)	100
01232972028 (3506)	100
01232972989 (3507)	100
01232971957 (3508)	100
01231328771 (3509)	100
01232971151 (3510)	100
01232972176 (3511)	100
01232972256 (3512)	100
01232971828 (3513)	100
01232971274 (3514)	108.9079369
01232971017 (3515)	214.5056799
01232973287 (3516)	100
01232972168 (3517)	100
01232971952 (3518)	100
01232971785 (3519)	121.5392744
01232971365 (3520)	100
01232972258 (3521)	100
01232972020 (3522)	100
01232971852 (3523)	100
01232972300 (3524)	121.5392744
01232973388 (3525)	274.7102608
01232972428 (3526)	121.5392744
01232971644 (3527)	168.8141489
01232971173 (3528)	100
01232972902 (3529)	108.9079369
01231329186 (3530)	100
01232971596 (3531)	100
01232971806 (3532)	223.1092396
01232972285 (3533)	100
01232971450 (3534)	100
01232971856 (3535)	100
01232971628 (3536)	134.177128
01232972127 (3537)	100
01232971866 (3538)	100
01232973450 (3539)	100
01232973346 (3540)	100
01232972183 (3541)	100
01232971260 (3542)	100
01232971282 (3543)	100
01232971229 (3544)	100
01232972233 (3545)	100
01232973188 (3546)	100
01232971424 (3547)	100
01232971504 (3548)	100
01232972336 (3549)	100
01232972069 (3550)	100
01232971139 (3552)	100
01232971700 (3553)	100
01232971538 (3554)	100
01232972414 (3556)	100
01232972316 (3557)	100
01232972288 (3558)	100
01232970885 (3559)	124.45418
01232971240 (3560)	100
01232971309 (3561)	168.8141489
01232970904 (3562)	100
01232971458 (3563)	168.8141489
01232972343 (3564)	100
01232971592 (3565)	214.5056799
01232971814 (3566)	100
01232972314 (3567)	149.9695225
01232973086 (3568)	133.7986556
01232973061 (3569)	100
01232971657 (3570)	177.6312787
01232971431 (3571)	100
01232971553 (3572)	100
01232973549 (3573)	177.6312787
01232971871 (3574)	100
01232972363 (3575)	100
01232972598 (3576)	100
01232973338 (3577)	100
01232972894 (3578)	100
01232971513 (3579)	100
01232973255 (3580)	100
01232972715 (3581)	139.4234954
01232970753 (3582)	157.7530405
01232971218 (3583)	168.8141489
01232971748 (3584)	166.7172224
01231328049 (3585)	227.6796579
01232972456 (3586)	292.7172004
01232971377 (3587)	198.4251457
01232973100 (3588)	100
01232970740 (3589)	192.3423781
01232971465 (3590)	178.470132
01232972361 (3591)	100
01232972173 (3592)	121.5392744
01232971290 (3593)	168.8141489
01232971545 (3594)	100
01232972358 (3595)	223.0137662
01232970833 (3596)	100
01232971615 (3597)	168.8141489
01232972315 (3598)	216.3044845
01232972120 (3599)	178.470132
01232972087 (3600)	178.470132
01232971771 (3601)	185.4425555
01232971873 (3602)	177.6312787
01232973675 (3603)	203.785257
01232972566 (3604)	100
01232973021 (3605)	121.5392744
01232972418 (3606)	115.9898247
01232972182 (3607)	100
01232971224 (3608)	100
01232972797 (3609)	108.9079369
01232971854 (3610)	100
01232971495 (3611)	100
01232973596 (3612)	198.4251457
01232971425 (3613)	100
01232973206 (3614)	100
01232972741 (3615)	108.9079369
01232972027 (3616)	100
01232972994 (3617)	100
01232971202 (3618)	100
01232972046 (3619)	100
01232972478 (3620)	100
01232972947 (3621)	198.4251457
01232972427 (3622)	165.7694358
01232972624 (3623)	100
01232973045 (3624)	100
01232971337 (3625)	165.7694358
01232972572 (3626)	168.8141489
01232970725 (3628)	168.8141489
01232972569 (3629)	100
01232973126 (3630)	147.7847343
01232971739 (3631)	100
01232973526 (3632)	100
01232973279 (3633)	203.785257
01232971701 (3634)	177.6312787
01232973523 (3635)	132.7034852
01232971728 (3636)	100
01232972908 (3637)	185.4425555
01232971912 (3638)	198.4251457
01232973183 (3639)	100
01232972449 (3640)	185.4425555
01232972232 (3641)	168.8141489
01232971319 (3642)	177.6312787
01232973634 (3643)	100
01232971449 (3644)	192.3423781
01232971627 (3645)	142.9379139
01232972094 (3646)	100
01232973215 (3647)	142.9379139
01232973739 (3648)	122.7803643
01232971869 (3649)	100
01232973103 (3651)	100
01232973091 (3652)	185.4425555
01232971405 (3653)	185.4425555
01232972036 (3655)	100
01232971318 (3656)	168.8141489
01232971491 (3657)	100
01232971819 (3658)	100
01232971894 (3659)	132.7034852
01232973047 (3660)	174.3268625
01232971286 (3661)	100
01232973286 (3662)	100
01232971562 (3664)	122.7803643
01232970959 (3665)	100
01232972115 (3666)	100
01232971614 (3667)	165.7694358
01232972711 (3668)	100
01232971353 (3669)	100
01232972962 (3670)	198.4251457
01232973513 (3671)	100
01232972742 (3672)	100
01232971493 (3673)	100
01232973556 (3674)	212.7151069
01232973471 (3675)	212.7151069
01232972406 (3676)	208.5171111
01232971574 (3677)	192.3423781
01232972766 (3679)	100
01232973307 (3680)	100
01232972440 (3681)	100
01232973034 (3682)	203.785257
01232972862 (3683)	169.1865128
01232971706 (3684)	147.0037272
01232973213 (3685)	192.3423781
01232972615 (3686)	100
01232973508 (3688)	192.3423781
01232973531 (3689)	212.7151069
01232972617 (3690)	100
01232972839 (3691)	177.6312787
01232972216 (3692)	100
01232970735 (3693)	100
01232972588 (3694)	177.6312787
01232971445 (3695)	185.4425555
01232972451 (3696)	157.7530405
01232972993 (3697)	239.6805401
01232971310 (3698)	147.0037272
01232972188 (3699)	151.8404357
01232972330 (3700)	100
01232972244 (3701)	100
01232972762 (3702)	174.3268625
01232972524 (3703)	177.6312787
01232972594 (3704)	168.8141489
01232972992 (3705)	239.6805401
01232972052 (3706)	100
01232972898 (3707)	198.4251457
01232971774 (3708)	177.6312787
01232971922 (3709)	174.3268625
01232971442 (3710)	108.9079369
01232972425 (3711)	100
01232972794 (3712)	100
01232972431 (3713)	100
01232973114 (3714)	192.3423781
01232973582 (3715)	100
01232973446 (3716)	100
01232971950 (3717)	100
01232972507 (3718)	177.5053645
01232973139 (3719)	100
01232973355 (3720)	135.3836515
01232972505 (3721)	100
01232973132 (3722)	169.1865128
01223972946 (3723)	192.3423781
01232973280 (3724)	269.8750405
01232971225 (3725)	216.3044845
01232972661 (3726)	152.9052157
01232973199 (3727)	185.4425555
01232970989 (3728)	108.9150683
01232972155 (3729)	145.5232965
01232971488 (3731)	145.5232965
01232973323 (3732)	100
01232972896 (3733)	100
01232973223 (3734)	125.9887888
01232972933 (3735)	177.6312787
01232972497 (3736)	100
01232970940 (3737)	133.7986556
01232971427 (3738)	196.8549416
01231328756 (3739)	108.9079369
01232970974 (3740)	100
01232972645 (3741)	177.6312787
01232973002 (3742)	168.8141489
01232971783 (3743)	177.6312787
01232973161 (3744)	192.3423781
01232971486 (3745)	177.6312787
01232971475 (3746)	100
01232973274 (3747)	141.660958
01232971344 (3748)	100
01232971984 (3749)	106.3367405
01232972214 (3750)	100
01232971071 (3751)	228.0110865
01232973364 (3752)	100
01232971258 (3753)	121.5392744
01232971443 (3754)	168.8141489
01232973257 (3755)	100
01232973603 (3756)	122.7803643
01232972019 (3758)	100
01232972847 (3759)	100
01232973049 (3760)	192.3423781
01232972404 (3761)	147.6230393
01232972210 (3762)	100
01232973187 (3763)	168.8141489
01232972318 (3764)	177.6312787
01232972649 (3765)	100
01232973113 (3766)	100
01232972890 (3767)	203.785257
01232972493 (3768)	100
01232971708 (3769)	100
01232970557 (3770)	177.6312787
01232971582 (3771)	168.8141489
01232972785 (3772)	100
01232971381 (3773)	101.4609401
01232971416 (3775)	168.8141489
01232972727 (3776)	168.8141489
01232973430 (3777)	168.8141489
01232970950 (3778)	185.4425555
01232971890 (3779)	100
01232973311 (3781)	126.7127561
01232971693 (3782)	168.8141489
01232972590 (3783)	100
01232971497 (3784)	100
01232973410 (3785)	100
01232971304 (3786)	100
01231328686 (3787)	168.8141489
01232972202 (3788)	100
01232972944 (3789)	100
01232972565 (3790)	100
01232973028 (3791)	100
01232971302 (3792)	100
01232973058 (3793)	100
01232971734 (3794)	281.7334146
01231329560 (3796)	177.6312787
01232973111 (3797)	305.9428322
01232971440 (3798)	100
01232973492 (3799)	100
01232972647 (3800)	100
01232971647 (3801)	109.8906024
01232972811 (3802)	100
01232972143 (3803)	100
01232972772 (3804)	100
01232972525 (3805)	168.8141489
01232973530 (3806)	179.0778888
01232972142 (3807)	168.8141489
01232972669 (3808)	104.2787723
01232973290 (3809)	208.5171111
01232962056 (3810)	198.4251457
01232972787 (3811)	100
01232972454 (3812)	158.8967671
01232972022 (3813)	198.4251457
01232972079 (3814)	227.6796579
01232970671 (3815)	100
01231328728 (3816)	100
01232973087 (3817)	100
01232971087 (3818)	185.4425555
01232973536 (3819)	100
01232972329 (3821)	100
01232971520 (3822)	100
01232971191 (3823)	185.4425555
01232973574 (3824)	100
01232972673 (3825)	239.6805401
01232973558 (3827)	239.6805401
01232971271 (3828)	100
01232973692 (3829)	100
01232971407 (3830)	192.3423781
01232972157 (3831)	100
01232972274 (3832)	100
01232973074 (3833)	100
01232971456 (3834)	100
01232971127 (3835)	100
01232972951 (3836)	306.2558443
01232972238 (3837)	100
01232971879 (3838)	198.4350072
01232971305 (3839)	168.8141489
01232971845 (3840)	259.3765011
01232973411 (3841)	148.2522557
01232972106 (3842)	172.0241604
01232973275 (3843)	100
01232971025 (3844)	106.3367405
01232972655 (3845)	108.9079369
01232971165 (3846)	192.3423781
01232973009 (3847)	100
01232973550 (3848)	268.3206504
01232972071 (3850)	100
01232971843 (3851)	168.8141489
01232973185 (3852)	100
01232971842 (3853)	100
01232971418 (3854)	100
01232972481 (3856)	177.6312787
01232972387 (3857)	100
01232973459 (3858)	100
01232972290 (3859)	100
01232973142 (3860)	182.8974973
01232973633 (3861)	142.9379139
01232973057 (3862)	100
01232973538 (3863)	100
01232973433 (3864)	252.0443448
01232972219 (3865)	100
01232973677 (3866)	100
01232973035 (3867)	203.785257
01232972105 (3868)	287.6553159
01232971118 (3869)	133.7986556
01232971964 (3870)	146.134941
01232972765 (3871)	227.6796579
01232971451 (3872)	100
01232973438 (3873)	128.5777605
01232972997 (3874)	124.7910193
01232973121 (3875)	100
01232972882 (3876)	100
01231329485 (3877)	100
01232971846 (3878)	100
01232973602 (3879)	100
01232972352 (3880)	224.5226151
01232971379 (3881)	100
01232971584 (3882)	185.4425555
01232971505 (3883)	127.9337602
01232973613 (3884)	109.8906024
01232970580 (3885)	127.9337602
01232971498 (3886)	239.6805401
01232972392 (3887)	185.4425555
01232971404 (3888)	100
01232973425 (3889)	123.2819342
01232973212 (3890)	192.3423781
01232971461 (3891)	126.7127561
01232973663 (3892)	178.3184417
01232972292 (3893)	185.4425555
01232971760 (3894)	168.8141489
01232971342 (3895)	177.6312787
01232972466 (3896)	128.5777605
01232972880 (3898)	227.6796579
01232972622 (3899)	288.6182092
01232971174 (3900)	326.3184854
01232971976 (3901)	100
01232972037 (3902)	258.0950667
01232973105 (3903)	100
01232973399 (3904)	100
01232971348 (3905)	178.3184417
01232972512 (3906)	100
01232971733 (3907)	149.7641488
01232971168 (3908)	100
01232973532 (3909)	132.2648461
01232973239 (3910)	100
01232971655 (3911)	100
01232971019 (3913)	179.400305
01232971754 (3914)	177.6312787
01232972239 (3915)	179.400305
01232973072 (3916)	100
01232971008 (3917)	115.9898247
01232972838 (3918)	100
01232972447 (3919)	100
01232972800 (3920)	185.4425555
01232971791 (3921)	270.8896212
01232971448 (3922)	100
01232973482 (3923)	100
01232971325 (3925)	177.6312787
01232971253 (3926)	100
01232973424 (3927)	100
01232971577 (3928)	162.8758562
01232972417 (3929)	100
01232971503 (3930)	100
01232972375 (3931)	219.1824692
01232971953 (3932)	161.7428803
01232971990 (3933)	100
01232973472 (3934)	100
01232971303 (3935)	250.177211
01232972131 (3936)	148.2615536
01232972009 (3937)	100
01232972409 (3938)	300.5171236
01232972813 (3940)	227.6796579
01232971149 (3941)	300.5171236
01232973131 (3942)	203.785257
01232973186 (3943)	227.6796579
01232971000 (3944)	121.5991199
01232972117 (3945)	100
01232972054 (3946)	185.4425555
01232971590 (3947)	100
01232972664 (3948)	148.2615536
01232973261 (3949)	239.6805401
01231324712 (3950)	100
01232973412 (3951)	112.5460266
01232972484 (3952)	100
01232971455 (3953)	100
01232972870 (3954)	164.1197444
01232972055 (3955)	251.9703234
01232973340 (3956)	177.5053645
01232973119 (3957)	168.8141489
01232973661 (3958)	168.8141489
